3822,1
6446,2
5063,3
218,4
226,5
3,6
214,7
3997,8
4126,9
4045,10
5725,11
1251,12
1331,13
1316,14
295,15
1175,16
554,17
666,18
11263,19
763,20
373,21
4059,22
5451,23
3981,24
10324,25
6447,26
5288,27
5736,28
8584,29
5246,30
6503,31
835,32
997,33
1261,34
11249,35
856,36
1115,37
1319,38
11261,39
594,40
767,41
758,42
11259,43
583,44
970,45
336,46
11262,47
209,48
588,49
878,50
1266,51
1548,52
1549,53
1550,54
2182,55
2181,56
2183,57
1584,58
1585,59
1586,60
1408,61
1407,62
1409,63
1903,64
1904,65
1902,66
5652,67
4366,68
6399,69
8367,70
6494,71
1230,72
722,73
1350,74
803,75
836,76
1110,77
745,78
669,79
622,80
780,81
985,82
1322,83
1220,84
1249,85
1173,86
4166,87
9515,88
5731,89
6549,90
4022,91
8777,92
4188,93
6077,94
4481,95
9378,96
4247,97
4121,98
4043,99
10329,100
4502,101
4883,102
3691,103
8982,104
4802,105
5417,106
802,107
600,108
1166,109
215,110
613,111
419,112
442,113
932,114
1162,115
1145,116
1366,117
621,118
1363,119
238,120
270,121
1297,122
385,123
639,124
310,125
1314,126
273,127
1327,128
824,129
1066,130
704,131
729,132
1280,133
949,134
289,135
968,136
5060,137
9731,138
3784,139
5328,140
5663,141
9806,142
5770,143
3692,144
4317,145
10094,146
8098,147
8074,148
176,149
1279,150
2067,151
2068,152
2069,153
3411,154
3412,155
3413,156
2991,157
2992,158
2993,159
2628,160
2629,161
2630,162
4555,163
4178,164
4761,165
6185,166
6243,167
6442,168
6981,169
6982,170
6983,171
6984,172
7335,173
7336,174
7337,175
7338,176
219,177
333,178
670,179
467,180
1349,181
1356,182
861,183
1072,184
1203,185
393,186
237,187
425,188
995,189
623,190
784,191
361,192
1237,193
684,194
618,195
825,196
799,197
436,198
712,199
640,200
1039,201
634,202
243,203
4688,204
4517,205
9695,206
6097,207
4027,208
6215,209
9003,210
4069,211
5231,212
5851,213
9939,214
5103,215
6541,216
3919,217
6050,218
4527,219
8564,220
5257,221
4468,222
5773,223
9017,224
4530,225
5727,226
6481,227
10154,228
4077,229
5426,230
5260,231
9100,232
6071,233
4051,234
8370,235
4756,236
6127,237
5685,238
8612,239
5361,240
4331,241
5683,242
8551,243
6225,244
4476,245
4047,246
8842,247
6318,248
9606,249
537,250
1208,251
577,252
1231,253
447,254
863,255
1192,256
735,257
386,258
448,259
5320,260
9556,261
4078,262
8666,263
6164,264
9159,265
5465,266
5396,267
6742,268
8831,269
4310,270
6517,271
6250,272
8968,273
9578,274
6124,275
3769,276
9054,277
3788,278
6340,279
5057,280
3979,281
3806,282
5420,283
3916,284
9727,285
3787,286
4596,287
4265,288
10124,289
6021,290
8456,291
4617,292
4592,293
5756,294
4025,295
4308,296
5335,297
6074,298
5321,299
8201,300
5658,301
5781,302
3915,303
9737,304
5350,305
5737,306
1172,307
284,308
520,309
1031,310
994,311
342,312
929,313
5218,314
8735,315
5322,316
6949,317
6950,318
6951,319
6952,320
5682,321
4533,322
6390,323
8721,324
4007,325
5761,326
10144,327
5219,328
6452,329
8085,330
185,331
8119,332
11076,333
37,334
8049,335
92,336
11060,337
16,338
196,339
989,340
400,341
398,342
1182,343
401,344
350,345
981,346
716,347
8133,348
11101,349
109,350
8174,351
8110,352
11221,353
186,354
140,355
107,356
11006,357
130,358
1213,359
965,360
909,361
362,362
2573,363
2572,364
2571,365
544,366
805,367
733,368
519,369
6054,370
642,371
5564,372
3922,373
5404,374
6472,375
3667,376
5247,377
4026,378
