3930,1
4819,2
4271,3
5577,4
6160,5
5384,6
5365,7
4134,8
6432,9
6056,10
4912,11
5421,12
4633,13
6177,14
5188,15
6257,16
3983,17
4797,18
4555,19
4178,20
4761,21
6185,22
6243,23
6442,24
5997,25
6521,26
4838,27
9065,28
3691,29
5296,30
4831,31
9329,32
5731,33
6188,34
3805,35
5099,36
9760,37
5241,38
4517,39
4087,40
10226,41
3928,42
5391,43
5379,44
9096,45
4536,46
4729,47
6058,48
9890,49
5683,50
4820,51
6041,52
8565,53
6502,54
6294,55
6438,56
9907,57
9588,58
5194,59
5658,60
9133,61
4474,62
3828,63
5664,64
10293,65
4551,66
6533,67
5342,68
5274,69
5533,70
8793,71
3676,72
5336,73
5060,74
9763,75
4698,76
4096,77
5079,78
9570,79
6053,80
4402,81
4691,82
10278,83
4859,84
5251,85
5682,86
8715,87
4533,88
5400,89
6321,90
9453,91
5004,92
6115,93
4189,94
9790,95
4862,96
3792,97
5255,98
9580,99
6168,100
6433,101
5490,102
5508,103
5575,104
6517,105
4619,106
4629,107
8582,108
5648,109
5066,110
5282,111
8787,112
5765,113
5492,114
6430,115
5996,116
5061,117
4313,118
4282,119
9081,120
4469,121
5458,122
8425,123
8741,124
5691,125
6009,126
10196,127
6064,128
5780,129
5787,130
9445,131
5233,132
3935,133
4865,134
9141,135
4042,136
5524,137
5762,138
8557,139
10047,140
5738,141
6253,142
9924,143
4115,144
5392,145
5452,146
9138,147
4198,148
5242,149
4297,150
9519,151
6125,152
4041,153
5987,154
8857,155
3762,156
5040,157
6175,158
10209,159
4217,160
3779,161
5448,162
8373,163
6224,164
8752,165
4769,166
4849,167
5323,168
8601,169
4733,170
4167,171
5313,172
9497,173
4529,174
6127,175
3684,176
9458,177
4494,178
5248,179
6196,180
10158,181
4732,182
5341,183
5329,184
10141,185
9621,186
4113,187
4783,188
9340,189
4539,190
4877,191
4509,192
9922,193
5454,194
6085,195
8464,196
9348,197
6497,198
6494,199
9978,200
3832,201
4541,202
4345,203
8536,204
6211,205
4565,206
4018,207
8896,208
4755,209
8658,210
5220,211
10056,212
4597,213
3776,214
5046,215
9392,216
5043,217
4553,218
4822,219
8517,220
4027,221
5667,222
4202,223
10245,224
3756,225
6550,226
6184,227
10121,228
6741,229
3901,230
5768,231
9004,232
3917,233
6469,234
4208,235
8499,236
5206,237
5219,238
4166,239
8811,240
4404,241
6503,242
9577,243
8906,244
4591,245
6193,246
3818,247
9556,248
6110,249
5406,250
4785,251
9409,252
5390,253
6142,254
4372,255
9701,256
6120,257
3915,258
5345,259
5096,260
4239,261
5532,262
4557,263
9367,264
4478,265
5067,266
6501,267
8203,268
6017,269
4561,270
3759,271
9198,272
6732,273
5741,274
6061,275
9861,276
4703,277
8666,278
5223,279
10262,280
4141,281
4211,282
5617,283
10042,284
5805,285
4599,286
5247,287
5121,288
6154,289
3815,290
3788,291
5720,292
10027,293
3913,294
4771,295
3780,296
9610,297
5569,298
5743,299
4058,300
4799,301
8531,302
4157,303
4575,304
10080,305
4489,306
9505,307
4472,308
4521,309
4630,310
10169,311
5660,312
6147,313
4775,314
6281,315
4052,316
5983,317
9424,318
3909,319
5236,320
5639,321
9560,322
8482,323
4510,324
9874,325
4030,326
4225,327
3929,328
9992,329
6129,330
3912,331
9499,332
4280,333
4613,334
5678,335
8548,336
5416,337
4530,338
5668,339
9509,340
4491,341
6222,342
9146,343
4476,344
6074,345
4146,346
10006,347
9608,348
4321,349
3698,350
8769,351
6261,352
5401,353
5993,354
9882,355
5457,356
6066,357
4262,358
9768,359
5340,360
3782,361
8455,362
9670,363
5395,364
4163,365
6466,366
10213,367
5929,368
5257,369
4001,370
10155,371
5095,372
5250,373
4593,374
10299,375
6390,376
5321,377
5572,378
9731,379
4320,380
9612,381
3942,382
8842,383
5505,384
5350,385
9999,386
5757,387
6139,388
6523,389
8879,390
5773,391
5316,392
3847,393
8792,394
5763,395
4353,396
8840,397
4382,398
4483,399
8821,400
4199,401
5327,402
3755,403
8979,404
4036,405
5694,406
6514,407
8913,408
6526,409
4482,410
6225,411
10110,412
6352,413
3985,414
4176,415
8797,416
6353,417
5143,418
8687,419
8794,420
5150,421
4596,422
3774,423
6306,424
3665,425
6516,426
5515,427
9083,428
4719,429
4473,430
4791,431
9824,432
4328,433
4904,434
5699,435
9389,436
6221,437
4205,438
5759,439
10272,440
4131,441
6363,442
4088,443
8523,444
4002,445
5041,446
5049,447
9475,448
4945,449
4564,450
4903,451
8600,452
3919,453
4197,454
6334,455
10240,456
5310,457
4318,458
9954,459
5732,460
4843,461
5256,462
9536,463
6733,464
4498,465
5783,466
5410,467
6482,468
6477,469
4854,470
5279,471
5136,472
5789,473
5453,474
5294,475
5754,476
6444,477
5307,478
6552,479
5470,480
5198,481
4175,482
4486,483
5659,484
5653,485
4876,486
4883,487
5035,488
4122,489
4135,490
6525,491
5238,492
5450,493
4304,494
5071,495
4582,496
4181,497
5629,498
6746,499
4317,500
6189,501
5405,502
6136,503
5107,504
3695,505
4097,506
5564,507
4043,508
6049,509
4025,510
3956,511
6213,512
6507,513
4188,514
4774,515
9640,516
5352,517
5056,518
5655,519
5649,520
5611,521
6364,522
4632,523
3692,524
5775,525
3911,526
4886,527
3916,528
5031,529
5493,530
6340,531
9641,532
9606,533
6509,534
6549,535
6453,536
4818,537
6740,538
4897,539
4059,540
6176,541
4186,542
4070,543
5426,544
5052,545
6044,546
4502,547
4128,548
4495,549
4603,550
6278,551
5737,552
5571,553
9551,554
6735,555
5387,556
4490,557
8942,558
4300,559
3783,560
8951,561
4538,562
6186,563
9114,564
4500,565
6087,566
8528,567
5495,568
8574,569
6072,570
5465,571
9864,572
6192,573
9048,574
6745,575
5520,576
5735,577
10329,578
5062,579
